"PRPTY_LOCTN_NM","EFF_FROM_YR_MTH","EFF_TO_YR_MTH","LOCTN_LABEL_1","LOCTN_LABEL_2","LOCTN_LABEL_2_ORIG","CRNT_F","INSRT_PROCESS_TMSTMP","UPDT_PROCESS_TMSTMP"
S9X,"200001","999912",SK,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
SACKVILLE,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Saint-Augustin-de-Desmaures,"200001","999912",QC,Quebec,Quebec,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Saint-Basile-le-Grand,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
SAINT-BRUNO,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Sainte-Anne-de-Bellevue,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G9B,"200001","999912",QC,Trois-Rivieres,Trois-Rivières,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
GASPE,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
GODERICH,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
GOULDS,"200001","999912",NL,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
GRAND FALLS,"200001","999912",NL,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
H0A,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
H1M,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J0J,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T0M1B0,"200001","999912",AB,Calgary,Calgary,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T1A,"200001","999912",AB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V6G,"200001","999912",BC,Vancouver,Vancouver,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V6K,"200001","999912",BC,Vancouver,Vancouver,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V6V,"200001","999912",BC,Vancouver,Vancouver,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V6X,"200001","999912",BC,Vancouver,Vancouver,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V7W,"200001","999912",BC,Vancouver,Vancouver,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V8M,"200001","999912",BC,Victoria,Victoria,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
R7C,"200001","999912",MB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
ROBERVAL,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Rosemère,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T3P,"200001","999912",AB,Calgary,Calgary,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T4G,"200001","999912",AB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T4V,"200001","999912",AB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T5P,"200001","999912",AB,Edmonton,Edmonton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T5R,"200001","999912",AB,Edmonton,Edmonton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
M5J,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
M5M,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Musqueam 2,"200001","999912",BC,Vancouver,Vancouver,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N0H,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N0L,"200001","999912",ON,London,London,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N0N,"200001","999912",ON,London,London,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N2J,"200001","999912",ON,Kitchener - Cambridge - Waterloo,Kitchener,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N4B,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G5J,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G6A,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G7B,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G7S,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G7Y,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G8C,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
G8P,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J4S,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N9Y,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
NANAIMO,"200001","999912",BC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
PENETANGUISHENE,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
PONT-ROUGE,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
R0H,"200001","999912",MB,Winnipeg,Winnipeg,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
R0J,"200001","999912",MB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
R2W,"200001","999912",MB,Winnipeg,Winnipeg,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
R3C,"200001","999912",MB,Winnipeg,Winnipeg,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
P5A,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
P7C,"200001","999912",ON,Thunder Bay,Thunder Bay,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
P7J,"200001","999912",ON,Thunder Bay,Thunder Bay,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
P7L,"200001","999912",ON,Thunder Bay,Thunder Bay,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
S2V,"200001","999912",SK,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
S4N,"200001","999912",SK,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
S4Y,"200001","999912",SK,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
S6W,"200001","999912",SK,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
H3S,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
H4M,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
H4X,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
H5Y,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J0S,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J1A,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J1L,"200001","999912",QC,Sherbrooke,Sherbrooke,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J2T,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Saint-Isidore,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Saint-Philippe,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
SALISBURY,"200001","999912",NB,Moncton,Moncton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
SASKATOON,"200001","999912",SK,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
SQUAMISH,"200001","999912",BC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
VALLEYFIELD,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
VERMILION,"200001","999912",AB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
VILLE-MARIE,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J5Z,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J6S,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J6W,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J7K,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J8Y,"200001","999912",QC,OTTAWA_GATINEAU,Ottawa - Gatineau,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
K0G,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
K1A,"200001","999912",ON,OTTAWA_GATINEAU,Ottawa - Gatineau,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
MONCTON AREA,"200001","999912",NB,Moncton,Moncton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
B2A,"200001","999912",NS,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
B4P,"200001","999912",NS,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Beiseker,"200001","999912",AB,Calgary,Calgary,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E3L,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E3N,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E4M,"200001","999912",NB,Moncton,Moncton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E4Z,"200001","999912",NB,Moncton,Moncton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E5P,"200001","999912",NB,Saint John,Saint John,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
P2B,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
P3A,"200001","999912",ON,Greater Sudbury / Grand Sudbury,Greater Sudbury / Grand Sudbury,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
S4L,"200001","999912",SK,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
S4P,"200001","999912",SK,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Sainte-Anne-des-Plaines,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Sainte-Brigitte-de-Laval,"200001","999912",QC,Quebec,Quebec,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Sainte-Thérèse,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Saint-Jean-de-l'Île-d'Orléans,"200001","999912",QC,Quebec,Quebec,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V1N,"200001","999912",BC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V1P,"200001","999912",BC,Kelowna,Kelowna,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
A0B,"200001","999912",NL,St. Johns,St. John's,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
A0J,"200001","999912",NL,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
A0L,"200001","999912",NL,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
A1N,"200001","999912",NL,St. Johns,St. John's,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
A2B,"200001","999912",NL,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
A5A,"200001","999912",NL,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
K2G,"200001","999912",ON,OTTAWA_GATINEAU,Ottawa - Gatineau,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
K2R,"200001","999912",ON,OTTAWA_GATINEAU,Ottawa - Gatineau,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L9J,"200001","999912",ON,Barrie,Barrie,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L9Y,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
NISKU,"200001","999912",AB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
OSHAWA,"200001","999912",ON,Oshawa,Oshawa,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
P0C,"200001","999912",ON,Barrie,Barrie,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
S7P,"200001","999912",SK,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N3C,"200001","999912",ON,Kitchener - Cambridge - Waterloo,Kitchener,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N3E,"200001","999912",ON,Kitchener - Cambridge - Waterloo,Kitchener,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N9A,"200001","999912",ON,Windsor,Windsor,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
P3C,"200001","999912",ON,Greater Sudbury / Grand Sudbury,Greater Sudbury / Grand Sudbury,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
P5E,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
P7A,"200001","999912",ON,Thunder Bay,Thunder Bay,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
PARRY SOUND,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Pickering,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
STRATHROY,"200001","999912",ON,London,London,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T0A 0K0,"200001","999912",AB,Edmonton,Edmonton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T0C2T0,"200001","999912",AB,Edmonton,Edmonton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T1L,"200001","999912",AB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E4N,"200001","999912",NB,Moncton,Moncton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E5B,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E5K,"200001","999912",NB,Saint John,Saint John,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E6H,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E0G,"200001","999912",NB,Saint John,Saint John,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E0L,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E1X,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E2V,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E3B,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E3Z,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Edmonton,"200001","999912",AB,Edmonton,Edmonton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
ELLIOT LAKE,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N8T,"200001","999912",ON,Windsor,Windsor,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N8Y,"200001","999912",ON,Windsor,Windsor,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
N9K,"200001","999912",ON,Windsor,Windsor,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
NORTH BATTLEFORD,"200001","999912",SK,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
NORTH YORK,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Oka,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Saint-Lazare,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
SAINT-NICOLAS,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
PLESSISVILLE,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
R2P,"200001","999912",MB,Winnipeg,Winnipeg,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
R3B,"200001","999912",MB,Winnipeg,Winnipeg,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
R3H,"200001","999912",MB,Winnipeg,Winnipeg,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
R3K,"200001","999912",MB,Winnipeg,Winnipeg,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T7X,"200001","999912",AB,Edmonton,Edmonton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T8A,"200001","999912",AB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T8H,"200001","999912",AB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
S7S,"200001","999912",SK,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
S7V,"200001","999912",SK,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T5L,"200001","999912",AB,Edmonton,Edmonton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T5N,"200001","999912",AB,Edmonton,Edmonton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T5Y,"200001","999912",AB,Edmonton,Edmonton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T6E,"200001","999912",AB,Edmonton,Edmonton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T6T,"200001","999912",AB,Edmonton,Edmonton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
T7N,"200001","999912",AB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
M5P,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
M5T,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
P0M,"200001","999912",ON,Greater Sudbury / Grand Sudbury,Greater Sudbury / Grand Sudbury,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
P2N,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
P3B,"200001","999912",ON,Greater Sudbury / Grand Sudbury,Greater Sudbury / Grand Sudbury,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
P4P,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
PORT HAWKESBURY,"200001","999912",NS,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Québec,"200001","999912",QC,Quebec,Quebec,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L9H,"200001","999912",ON,Hamilton,Hamilton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L9W,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
LACHUTE,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
M9V,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Morinville,"200001","999912",AB,Edmonton,Edmonton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
LINDSAY,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Longueuil,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
M1G,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
B1C,"200001","999912",NS,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
B1R,"200001","999912",NS,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
B1X,"200001","999912",NS,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
B2W,"200001","999912",NS,Halifax,Halifax,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E4J,"200001","999912",NB,Moncton,Moncton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E4T,"200001","999912",NB,Moncton,Moncton,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E5E,"200001","999912",NB,Saint John,Saint John,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E5M,"200001","999912",NB,Saint John,Saint John,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
WILLOWDALE,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L4M,"200001","999912",ON,Barrie,Barrie,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L4Z,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L6C,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L6L,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L7B,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Saint-Jérôme,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Saint-Joseph-du-Lac,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
H2X,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J6N,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J7B,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J7J,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J8G,"200001","999912",QC,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J8P,"200001","999912",QC,OTTAWA_GATINEAU,Ottawa - Gatineau,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
KING CITY,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L0K,"200001","999912",ON,Barrie,Barrie,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
R1B,"200001","999912",MB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
R2G,"200001","999912",MB,Winnipeg,Winnipeg,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Senneville,"200001","999912",QC,Montreal,Montreal,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Seymour Creek 2,"200001","999912",BC,Vancouver,Vancouver,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
SHERWOOD PARK,"200001","999912",AB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
SMITHS FALLS,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
STANLEY,"200001","999912",NB,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
V3S,"200001","999912",BC,Vancouver,Vancouver,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J9B,"200001","999912",QC,OTTAWA_GATINEAU,Ottawa - Gatineau,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
J9H,"200001","999912",QC,OTTAWA_GATINEAU,Ottawa - Gatineau,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
K0J,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
K1C,"200001","999912",ON,OTTAWA_GATINEAU,Ottawa - Gatineau,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
K2J,"200001","999912",ON,OTTAWA_GATINEAU,Ottawa - Gatineau,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L6K,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L6P,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
L6R,"200001","999912",ON,Toronto,Toronto,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
TIMMINS,"200001","999912",ON,N/A,N/A,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
Tsawwassen,"200001","999912",BC,Vancouver,Vancouver,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
E2N,"200001","999912",NB,Saint John,Saint John,Y,2023-03-01-00.00.00.000000,2023-03-01-00.00.00.000000
